age;duration;campaign;pdays;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;job;marital;education;default;housing;loan;contact;month;day_of_week;previous;poutcome;y
37;191;1;999;1.1;93.994;-36.4;4.859;5191;admin.;married;high.school;no;yes;no;telephone;may;wed;0;nonexistent;1
26;461;1;999;1.1;93.994;-36.4;4.859;5191;services;single;high.school;no;no;no;telephone;may;wed;0;nonexistent;1
52;188;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;no;no;no;telephone;may;wed;0;nonexistent;1
42;117;6;999;1.1;93.994;-36.4;4.859;5191;admin.;married;basic.9y;no;yes;no;telephone;may;wed;0;nonexistent;1
44;546;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;divorced;basic.4y;unknown;yes;no;telephone;may;wed;0;nonexistent;1
55;171;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.4y;unknown;yes;no;telephone;may;wed;0;nonexistent;1
41;351;1;999;1.1;93.994;-36.4;4.859;5191;technician;married;basic.9y;no;no;no;telephone;may;wed;0;nonexistent;1
53;429;1;999;1.1;93.994;-36.4;4.859;5191;services;married;high.school;no;no;no;telephone;may;wed;0;nonexistent;1
39;249;2;999;1.1;93.994;-36.4;4.859;5191;admin.;married;basic.4y;no;yes;no;telephone;may;wed;0;nonexistent;1
40;568;1;999;1.1;93.994;-36.4;4.859;5191;technician;married;professional.course;no;no;no;telephone;may;wed;0;nonexistent;1
42;299;1;999;1.1;93.994;-36.4;4.859;5191;services;married;professional.course;no;yes;no;telephone;may;wed;0;nonexistent;1
29;282;1;999;1.1;93.994;-36.4;4.859;5191;services;divorced;high.school;no;no;no;telephone;may;wed;0;nonexistent;1
30;211;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;divorced;basic.9y;no;yes;no;telephone;may;wed;0;nonexistent;1
41;77;1;999;1.1;93.994;-36.4;4.859;5191;housemaid;married;basic.6y;no;no;no;telephone;may;wed;0;nonexistent;1
30;283;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;divorced;basic.9y;no;yes;no;telephone;may;wed;0;nonexistent;1
52;263;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;no;yes;no;telephone;may;wed;0;nonexistent;1
41;189;1;999;1.1;93.994;-36.4;4.859;5191;housemaid;married;basic.6y;no;no;no;telephone;may;wed;0;nonexistent;1
34;91;1;999;1.1;93.994;-36.4;4.859;5191;technician;divorced;professional.course;no;no;no;telephone;may;wed;0;nonexistent;1
40;32;1;999;1.1;93.994;-36.4;4.859;5191;admin.;single;high.school;no;no;no;telephone;may;wed;0;nonexistent;1
34;139;2;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;no;no;no;telephone;may;wed;0;nonexistent;1
42;347;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.6y;no;yes;no;telephone;may;wed;0;nonexistent;1
35;58;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;no;no;yes;telephone;may;wed;0;nonexistent;1
28;152;1;999;1.1;93.994;-36.4;4.859;5191;entrepreneur;married;university.degree;no;no;no;telephone;may;wed;0;nonexistent;1
29;869;1;999;1.1;93.994;-36.4;4.859;5191;services;divorced;high.school;no;no;no;telephone;may;wed;0;nonexistent;1
50;339;1;999;1.1;93.994;-36.4;4.859;5191;housemaid;divorced;basic.4y;unknown;no;no;telephone;may;wed;0;nonexistent;1
56;267;1;999;1.1;93.994;-36.4;4.859;5191;unemployed;divorced;high.school;no;yes;no;telephone;may;wed;0;nonexistent;1
48;34;1;999;1.1;93.994;-36.4;4.859;5191;admin.;divorced;high.school;no;yes;no;telephone;may;wed;0;nonexistent;1
29;153;2;999;1.1;93.994;-36.4;4.859;5191;admin.;single;university.degree;no;no;no;telephone;may;wed;0;nonexistent;1
42;28;2;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.6y;no;no;no;telephone;may;wed;0;nonexistent;1
51;216;1;999;1.1;93.994;-36.4;4.859;5191;management;married;basic.4y;no;no;no;telephone;may;wed;0;nonexistent;1
29;199;2;999;1.1;93.994;-36.4;4.859;5191;technician;single;professional.course;no;no;no;telephone;may;wed;0;nonexistent;1
41;139;1;999;1.1;93.994;-36.4;4.859;5191;admin.;single;university.degree;no;yes;no;telephone;may;wed;0;nonexistent;1
28;322;1;999;1.1;93.994;-36.4;4.859;5191;services;single;high.school;no;no;no;telephone;may;wed;0;nonexistent;1
34;189;1;999;1.1;93.994;-36.4;4.859;5191;management;married;university.degree;no;yes;no;telephone;may;wed;0;nonexistent;1
31;197;2;999;1.1;93.994;-36.4;4.859;5191;admin.;married;university.degree;no;no;no;telephone;may;wed;0;nonexistent;1
47;224;2;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;no;yes;no;telephone;may;wed;0;nonexistent;1
40;160;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.4y;unknown;yes;no;telephone;may;wed;0;nonexistent;1
31;180;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;no;no;no;telephone;may;wed;0;nonexistent;1
39;191;1;999;1.1;93.994;-36.4;4.859;5191;unemployed;married;university.degree;no;no;no;telephone;may;wed;0;nonexistent;1
52;833;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.4y;unknown;yes;yes;telephone;may;wed;0;nonexistent;1
50;485;2;999;1.1;93.994;-36.4;4.859;5191;technician;married;professional.course;unknown;yes;no;telephone;may;wed;0;nonexistent;1
36;57;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.6y;no;yes;no;telephone;may;wed;0;nonexistent;1
56;247;2;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;unknown;no;no;telephone;may;wed;0;nonexistent;1
35;89;1;999;1.1;93.994;-36.4;4.859;5191;unknown;married;basic.9y;no;no;no;telephone;may;wed;0;nonexistent;1
29;849;1;999;1.1;93.994;-36.4;4.859;5191;admin.;single;university.degree;no;yes;no;telephone;may;wed;0;nonexistent;1
29;260;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;professional.course;no;yes;yes;telephone;may;wed;0;nonexistent;1
34;181;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;single;basic.9y;no;no;yes;telephone;may;wed;0;nonexistent;1
29;125;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;high.school;no;no;yes;telephone;may;wed;0;nonexistent;1
50;225;1;999;1.1;93.994;-36.4;4.859;5191;admin.;married;high.school;unknown;no;no;telephone;may;wed;0;nonexistent;1
39;829;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.4y;unknown;yes;no;telephone;may;wed;0;nonexistent;1
29;749;2;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;professional.course;no;yes;no;telephone;may;wed;0;nonexistent;1
41;166;2;999;1.1;93.994;-36.4;4.859;5191;admin.;single;high.school;no;yes;yes;telephone;may;wed;0;nonexistent;1
34;407;2;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;high.school;no;no;no;telephone;may;wed;0;nonexistent;1
43;182;2;999;1.1;93.994;-36.4;4.859;5191;technician;divorced;professional.course;unknown;unknown;unknown;telephone;may;wed;0;nonexistent;1
48;152;2;999;1.1;93.994;-36.4;4.859;5191;admin.;divorced;high.school;no;yes;no;telephone;may;wed;0;nonexistent;1
38;438;4;999;1.1;93.994;-36.4;4.859;5191;admin.;married;university.degree;no;no;no;telephone;may;wed;0;nonexistent;1
32;387;2;999;1.1;93.994;-36.4;4.859;5191;admin.;single;high.school;no;no;no;telephone;may;wed;0;nonexistent;1
35;100;3;999;1.1;93.994;-36.4;4.859;5191;admin.;married;high.school;no;no;no;telephone;may;wed;0;nonexistent;1
39;413;2;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.6y;no;no;no;telephone;may;wed;0;nonexistent;1
47;191;2;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.6y;no;no;yes;telephone;may;wed;0;nonexistent;1
41;109;1;999;1.1;93.994;-36.4;4.859;5191;entrepreneur;married;basic.4y;no;no;no;telephone;may;wed;0;nonexistent;1
41;345;2;999;1.1;93.994;-36.4;4.859;5191;management;married;unknown;no;no;no;telephone;may;wed;0;nonexistent;1
40;1028;2;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;high.school;no;no;no;telephone;may;wed;0;nonexistent;2
43;566;2;999;1.1;93.994;-36.4;4.859;5191;unknown;married;university.degree;no;no;no;telephone;may;wed;0;nonexistent;1
35;38;1;999;1.1;93.994;-36.4;4.859;5191;services;married;high.school;no;no;no;telephone;may;wed;0;nonexistent;1
49;214;1;999;1.1;93.994;-36.4;4.859;5191;services;married;high.school;no;yes;no;telephone;may;wed;0;nonexistent;1
40;248;2;999;1.1;93.994;-36.4;4.859;5191;services;married;high.school;unknown;yes;no;telephone;may;wed;0;nonexistent;1
24;246;1;999;1.1;93.994;-36.4;4.859;5191;student;single;high.school;unknown;no;no;telephone;may;wed;0;nonexistent;1
49;170;2;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;unknown;yes;no;telephone;may;wed;0;nonexistent;1
41;136;8;999;1.1;93.994;-36.4;4.859;5191;management;married;university.degree;unknown;yes;no;telephone;may;wed;0;nonexistent;1
44;98;1;999;1.1;93.994;-36.4;4.859;5191;admin.;married;university.degree;no;yes;no;telephone;may;wed;0;nonexistent;1
28;225;2;999;1.1;93.994;-36.4;4.859;5191;services;divorced;high.school;no;yes;no;telephone;may;wed;0;nonexistent;1
41;230;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;no;no;no;telephone;may;wed;0;nonexistent;1
35;364;1;999;1.1;93.994;-36.4;4.859;5191;technician;married;university.degree;no;no;no;telephone;may;wed;0;nonexistent;1
35;784;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;single;basic.6y;unknown;yes;no;telephone;may;wed;0;nonexistent;1
32;93;11;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.6y;unknown;yes;yes;telephone;may;wed;0;nonexistent;1
45;57;2;999;1.1;93.994;-36.4;4.859;5191;admin.;married;university.degree;no;no;no;telephone;may;wed;0;nonexistent;1
36;160;2;999;1.1;93.994;-36.4;4.859;5191;technician;married;professional.course;no;yes;no;telephone;may;wed;0;nonexistent;1
41;210;2;999;1.1;93.994;-36.4;4.859;5191;technician;married;basic.9y;no;yes;no;telephone;may;wed;0;nonexistent;1
40;222;2;999;1.1;93.994;-36.4;4.859;5191;admin.;single;high.school;no;yes;no;telephone;may;wed;0;nonexistent;1
41;265;2;999;1.1;93.994;-36.4;4.859;5191;admin.;single;university.degree;no;no;no;telephone;may;wed;0;nonexistent;1
43;21;10;999;1.1;93.994;-36.4;4.859;5191;blue-collar;single;basic.4y;unknown;no;no;telephone;may;wed;0;nonexistent;1
38;157;1;999;1.1;93.994;-36.4;4.859;5191;technician;married;professional.course;unknown;yes;no;telephone;may;wed;0;nonexistent;1
28;143;1;999;1.1;93.994;-36.4;4.859;5191;entrepreneur;married;basic.4y;unknown;yes;no;telephone;may;wed;0;nonexistent;1
36;230;2;999;1.1;93.994;-36.4;4.859;5191;services;single;unknown;no;yes;no;telephone;may;wed;0;nonexistent;1
28;117;1;999;1.1;93.994;-36.4;4.859;5191;entrepreneur;married;basic.4y;unknown;no;no;telephone;may;wed;0;nonexistent;1
35;161;2;999;1.1;93.994;-36.4;4.859;5191;technician;married;professional.course;no;no;no;telephone;may;wed;0;nonexistent;1
56;350;2;999;1.1;93.994;-36.4;4.859;5191;management;married;university.degree;no;no;no;telephone;may;wed;0;nonexistent;1
25;155;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;single;basic.9y;no;yes;no;telephone;may;wed;0;nonexistent;1
59;162;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.4y;no;yes;no;telephone;may;wed;0;nonexistent;1
28;565;1;999;1.1;93.994;-36.4;4.859;5191;entrepreneur;married;basic.4y;unknown;yes;no;telephone;may;wed;0;nonexistent;1
56;44;5;999;1.1;93.994;-36.4;4.859;5191;services;married;basic.9y;unknown;no;no;telephone;may;wed;0;nonexistent;1
33;337;1;999;1.1;93.994;-36.4;4.859;5191;admin.;single;university.degree;no;no;no;telephone;may;wed;0;nonexistent;1
36;416;2;999;1.1;93.994;-36.4;4.859;5191;admin.;divorced;high.school;no;yes;no;telephone;may;wed;0;nonexistent;1
41;102;2;999;1.1;93.994;-36.4;4.859;5191;technician;married;basic.9y;no;no;no;telephone;may;wed;0;nonexistent;1
35;129;2;999;1.1;93.994;-36.4;4.859;5191;unknown;married;basic.9y;no;no;yes;telephone;may;wed;0;nonexistent;1
24;977;1;999;1.1;93.994;-36.4;4.859;5191;services;single;high.school;no;yes;no;telephone;may;wed;0;nonexistent;1
35;138;2;999;1.1;93.994;-36.4;4.859;5191;self-employed;single;basic.6y;unknown;no;yes;telephone;may;wed;0;nonexistent;1
32;70;2;999;1.1;93.994;-36.4;4.859;5191;technician;divorced;professional.course;no;yes;no;telephone;may;wed;0;nonexistent;1
29;71;1;999;1.1;93.994;-36.4;4.859;5191;technician;married;professional.course;no;no;no;telephone;may;wed;0;nonexistent;1
31;251;2;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.6y;unknown;yes;no;telephone;may;wed;0;nonexistent;1
33;75;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.6y;unknown;no;no;telephone;may;wed;0;nonexistent;1
33;110;1;999;1.1;93.994;-36.4;4.859;5191;management;married;high.school;unknown;yes;no;telephone;may;wed;0;nonexistent;1
42;230;2;999;1.1;93.994;-36.4;4.859;5191;admin.;married;professional.course;no;no;no;telephone;may;wed;0;nonexistent;1
34;48;1;999;1.1;93.994;-36.4;4.859;5191;services;married;high.school;unknown;no;no;telephone;may;wed;0;nonexistent;1
29;369;1;999;1.1;93.994;-36.4;4.859;5191;technician;married;professional.course;no;yes;no;telephone;may;wed;0;nonexistent;1
38;136;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;no;no;no;telephone;may;wed;0;nonexistent;1
45;22;4;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;unknown;no;no;telephone;may;wed;0;nonexistent;1
33;174;2;999;1.1;93.994;-36.4;4.859;5191;admin.;married;university.degree;no;yes;no;telephone;may;wed;0;nonexistent;1
42;378;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;unknown;yes;no;telephone;may;wed;0;nonexistent;1
36;80;1;999;1.1;93.994;-36.4;4.859;5191;services;married;basic.6y;no;no;no;telephone;may;wed;0;nonexistent;1
45;144;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.4y;no;yes;no;telephone;may;wed;0;nonexistent;1
32;380;4;999;1.1;93.994;-36.4;4.859;5191;services;single;high.school;no;no;no;telephone;may;wed;0;nonexistent;1
37;108;1;999;1.1;93.994;-36.4;4.859;5191;admin.;married;university.degree;no;yes;no;telephone;may;wed;0;nonexistent;1
40;927;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.6y;no;yes;no;telephone;may;wed;0;nonexistent;2
26;389;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.6y;no;no;no;telephone;may;wed;0;nonexistent;1
35;192;1;999;1.1;93.994;-36.4;4.859;5191;management;married;university.degree;no;yes;yes;telephone;may;wed;0;nonexistent;1
35;273;1;999;1.1;93.994;-36.4;4.859;5191;management;married;university.degree;no;no;no;telephone;may;wed;0;nonexistent;1
30;48;1;999;1.1;93.994;-36.4;4.859;5191;services;married;high.school;unknown;no;no;telephone;may;wed;0;nonexistent;1
36;8;1;999;1.1;93.994;-36.4;4.859;5191;management;married;university.degree;no;yes;no;telephone;may;wed;0;nonexistent;1
36;90;1;999;1.1;93.994;-36.4;4.859;5191;management;married;university.degree;no;no;no;telephone;may;wed;0;nonexistent;1
40;221;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;unknown;unknown;no;no;telephone;may;wed;0;nonexistent;1
26;217;1;999;1.1;93.994;-36.4;4.859;5191;student;single;university.degree;no;yes;no;telephone;may;wed;0;nonexistent;1
54;762;2;999;1.1;93.994;-36.4;4.859;5191;housemaid;divorced;basic.4y;unknown;no;no;telephone;may;wed;0;nonexistent;1
51;302;2;999;1.1;93.994;-36.4;4.859;5191;technician;married;professional.course;no;no;no;telephone;may;wed;0;nonexistent;1
45;411;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;single;basic.9y;no;yes;yes;telephone;may;wed;0;nonexistent;1
36;179;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;no;no;no;telephone;may;wed;0;nonexistent;1
58;245;2;999;1.1;93.994;-36.4;4.859;5191;admin.;divorced;university.degree;no;no;no;telephone;may;wed;0;nonexistent;1
33;746;1;999;1.1;93.994;-36.4;4.859;5191;entrepreneur;married;high.school;no;no;no;telephone;may;wed;0;nonexistent;1
50;673;2;999;1.1;93.994;-36.4;4.859;5191;housemaid;married;basic.9y;unknown;no;no;telephone;may;wed;0;nonexistent;1
33;220;7;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.4y;no;yes;yes;telephone;may;wed;0;nonexistent;1
31;232;1;999;1.1;93.994;-36.4;4.859;5191;services;married;high.school;no;no;no;telephone;may;wed;0;nonexistent;1
34;106;4;999;1.1;93.994;-36.4;4.859;5191;admin.;single;high.school;no;no;no;telephone;may;wed;0;nonexistent;1
34;115;3;999;1.1;93.994;-36.4;4.859;5191;unemployed;single;university.degree;no;no;no;telephone;may;wed;0;nonexistent;1
30;485;2;999;1.1;93.994;-36.4;4.859;5191;admin.;married;high.school;unknown;no;no;telephone;may;wed;0;nonexistent;1
27;274;6;999;1.1;93.994;-36.4;4.859;5191;student;single;university.degree;no;yes;no;telephone;may;wed;0;nonexistent;1
30;106;5;999;1.1;93.994;-36.4;4.859;5191;services;married;high.school;no;no;no;telephone;may;wed;0;nonexistent;1
23;107;1;999;1.1;93.994;-36.4;4.859;5191;services;single;high.school;no;no;no;telephone;may;wed;0;nonexistent;1
33;1044;2;999;1.1;93.994;-36.4;4.859;5191;admin.;married;high.school;no;yes;yes;telephone;may;wed;0;nonexistent;1
23;354;1;999;1.1;93.994;-36.4;4.859;5191;services;single;high.school;no;no;no;telephone;may;wed;0;nonexistent;1
36;55;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;no;yes;yes;telephone;may;wed;0;nonexistent;1
42;180;4;999;1.1;93.994;-36.4;4.859;5191;admin.;divorced;university.degree;no;no;no;telephone;may;wed;0;nonexistent;1
36;95;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;no;no;no;telephone;may;wed;0;nonexistent;1
60;392;1;999;1.1;93.994;-36.4;4.859;5191;housemaid;married;high.school;no;unknown;unknown;telephone;may;wed;0;nonexistent;1
26;331;2;999;1.1;93.994;-36.4;4.859;5191;entrepreneur;single;high.school;no;no;no;telephone;may;wed;0;nonexistent;1
45;123;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;divorced;basic.4y;unknown;no;no;telephone;may;wed;0;nonexistent;1
32;148;3;999;1.1;93.994;-36.4;4.859;5191;admin.;married;university.degree;no;no;no;telephone;may;wed;0;nonexistent;1
37;74;3;999;1.1;93.994;-36.4;4.859;5191;services;married;high.school;no;no;no;telephone;may;wed;0;nonexistent;1
40;267;7;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.4y;unknown;no;no;telephone;may;wed;0;nonexistent;1
36;374;2;999;1.1;93.994;-36.4;4.859;5191;admin.;single;university.degree;no;yes;yes;telephone;may;wed;0;nonexistent;1
35;295;2;999;1.1;93.994;-36.4;4.859;5191;entrepreneur;married;basic.9y;no;yes;no;telephone;may;wed;0;nonexistent;1
45;77;4;999;1.1;93.994;-36.4;4.859;5191;self-employed;single;professional.course;unknown;yes;no;telephone;may;wed;0;nonexistent;1
48;149;2;999;1.1;93.994;-36.4;4.859;5191;admin.;married;university.degree;unknown;no;no;telephone;may;wed;0;nonexistent;1
36;668;1;999;1.1;93.994;-36.4;4.859;5191;entrepreneur;married;basic.9y;no;no;no;telephone;may;wed;0;nonexistent;1
37;95;6;999;1.1;93.994;-36.4;4.859;5191;technician;divorced;high.school;no;yes;no;telephone;may;wed;0;nonexistent;1
36;229;2;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;unknown;no;no;telephone;may;wed;0;nonexistent;1
56;286;9;999;1.1;93.994;-36.4;4.859;5191;blue-collar;divorced;basic.9y;no;yes;no;telephone;may;wed;0;nonexistent;1
28;242;5;999;1.1;93.994;-36.4;4.859;5191;blue-collar;single;basic.9y;no;yes;no;telephone;may;wed;0;nonexistent;1
43;335;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;no;no;yes;telephone;may;wed;0;nonexistent;1
30;140;1;999;1.1;93.994;-36.4;4.859;5191;technician;married;professional.course;unknown;no;no;telephone;may;wed;0;nonexistent;1
33;159;3;999;1.1;93.994;-36.4;4.859;5191;blue-collar;single;basic.9y;unknown;no;no;telephone;may;wed;0;nonexistent;1
30;343;1;999;1.1;93.994;-36.4;4.859;5191;technician;single;professional.course;no;yes;no;telephone;may;wed;0;nonexistent;1
33;85;4;999;1.1;93.994;-36.4;4.859;5191;technician;divorced;professional.course;no;no;no;telephone;may;wed;0;nonexistent;1
42;295;1;999;1.1;93.994;-36.4;4.859;5191;technician;married;professional.course;unknown;no;no;telephone;may;wed;0;nonexistent;1
30;360;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;no;yes;no;telephone;may;wed;0;nonexistent;1
33;183;4;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;high.school;no;yes;no;telephone;may;wed;0;nonexistent;1
39;726;2;999;1.1;93.994;-36.4;4.859;5191;admin.;married;high.school;no;no;no;telephone;may;wed;0;nonexistent;1
37;158;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;no;no;no;telephone;may;wed;0;nonexistent;1
41;514;2;999;1.1;93.994;-36.4;4.859;5191;self-employed;married;basic.9y;no;yes;no;telephone;may;wed;0;nonexistent;1
53;382;10;999;1.1;93.994;-36.4;4.859;5191;self-employed;married;university.degree;no;yes;no;telephone;may;wed;0;nonexistent;1
31;142;3;999;1.1;93.994;-36.4;4.859;5191;admin.;single;university.degree;no;no;no;telephone;may;wed;0;nonexistent;1
47;301;3;999;1.1;93.994;-36.4;4.859;5191;technician;married;professional.course;unknown;no;no;telephone;may;wed;0;nonexistent;1
46;153;3;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.4y;unknown;no;no;telephone;may;wed;0;nonexistent;1
52;264;2;999;1.1;93.994;-36.4;4.859;5191;admin.;single;basic.9y;no;no;no;telephone;may;wed;0;nonexistent;1
28;161;2;999;1.1;93.994;-36.4;4.859;5191;technician;single;basic.9y;no;no;no;telephone;may;wed;0;nonexistent;1
60;150;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;unknown;no;no;telephone;may;wed;0;nonexistent;1
50;49;1;999;1.1;93.994;-36.4;4.859;5191;admin.;married;high.school;no;no;yes;telephone;may;wed;0;nonexistent;1
31;326;3;999;1.1;93.994;-36.4;4.859;5191;technician;married;university.degree;no;no;no;telephone;may;wed;0;nonexistent;1
39;183;2;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;no;yes;no;telephone;may;wed;0;nonexistent;1
27;634;10;999;1.1;93.994;-36.4;4.859;5191;blue-collar;single;basic.6y;no;yes;no;telephone;may;wed;0;nonexistent;1
33;339;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;no;no;no;telephone;may;wed;0;nonexistent;1
47;125;1;999;1.1;93.994;-36.4;4.859;5191;services;divorced;high.school;no;no;no;telephone;may;wed;0;nonexistent;1
39;232;2;999;1.1;93.994;-36.4;4.859;5191;admin.;married;high.school;unknown;yes;no;telephone;may;wed;0;nonexistent;1
37;312;5;999;1.1;93.994;-36.4;4.859;5191;services;married;high.school;unknown;yes;no;telephone;may;wed;0;nonexistent;1
32;423;2;999;1.1;93.994;-36.4;4.859;5191;services;married;high.school;no;no;no;telephone;may;wed;0;nonexistent;1
37;191;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.4y;no;yes;no;telephone;may;wed;0;nonexistent;1
31;248;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;no;yes;yes;telephone;may;wed;0;nonexistent;1
32;146;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;no;no;no;telephone;may;wed;0;nonexistent;1
59;125;2;999;1.1;93.994;-36.4;4.859;5191;retired;married;professional.course;unknown;yes;no;telephone;may;wed;0;nonexistent;1
48;234;1;999;1.1;93.994;-36.4;4.859;5191;technician;married;university.degree;unknown;yes;no;telephone;may;wed;0;nonexistent;1
48;17;18;999;1.1;93.994;-36.4;4.859;5191;services;married;high.school;no;no;no;telephone;may;wed;0;nonexistent;1
32;546;1;999;1.1;93.994;-36.4;4.859;5191;technician;married;professional.course;no;no;no;telephone;may;wed;0;nonexistent;1
32;554;1;999;1.1;93.994;-36.4;4.859;5191;blue-collar;single;basic.9y;unknown;no;no;telephone;may;wed;0;nonexistent;1
38;162;4;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;professional.course;no;yes;no;telephone;may;wed;0;nonexistent;1
34;436;1;999;1.1;93.994;-36.4;4.859;5191;entrepreneur;married;high.school;unknown;no;no;telephone;may;wed;0;nonexistent;1
44;302;2;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.9y;unknown;yes;no;telephone;may;wed;0;nonexistent;1
54;349;5;999;1.1;93.994;-36.4;4.859;5191;services;divorced;high.school;unknown;no;no;telephone;may;wed;0;nonexistent;1
39;174;2;999;1.1;93.994;-36.4;4.859;5191;services;married;high.school;no;yes;yes;telephone;may;wed;0;nonexistent;1
32;180;1;999;1.1;93.994;-36.4;4.859;5191;admin.;single;university.degree;no;no;no;telephone;may;wed;0;nonexistent;1
43;902;5;999;1.1;93.994;-36.4;4.859;5191;services;single;high.school;unknown;yes;no;telephone;may;wed;0;nonexistent;1
30;137;2;999;1.1;93.994;-36.4;4.859;5191;technician;married;professional.course;no;unknown;unknown;telephone;may;wed;0;nonexistent;1
26;282;1;999;1.1;93.994;-36.4;4.859;5191;unemployed;single;basic.9y;no;no;no;telephone;may;wed;0;nonexistent;1
38;126;3;999;1.1;93.994;-36.4;4.859;5191;admin.;single;university.degree;no;yes;yes;telephone;may;wed;0;nonexistent;1
35;554;1;999;1.1;93.994;-36.4;4.859;5191;technician;married;professional.course;no;no;no;telephone;may;wed;0;nonexistent;1
33;21;11;999;1.1;93.994;-36.4;4.859;5191;self-employed;married;basic.9y;no;yes;no;telephone;may;wed;0;nonexistent;1
36;246;4;999;1.1;93.994;-36.4;4.859;5191;technician;married;professional.course;no;no;no;telephone;may;wed;0;nonexistent;1
44;141;2;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.4y;no;no;no;telephone;may;wed;0;nonexistent;1
35;427;1;999;1.1;93.994;-36.4;4.859;5191;technician;married;professional.course;no;yes;yes;telephone;may;wed;0;nonexistent;1
42;97;5;999;1.1;93.994;-36.4;4.859;5191;blue-collar;married;basic.4y;no;yes;yes;telephone;may;wed;0;nonexistent;1
35;402;1;999;1.1;93.994;-36.4;4.859;5191;technician;married;professional.course;no;no;no;telephone;may;wed;0;nonexistent;1
54;252;2;999;1.1;93.994;-36.4;4.859;5191;self-employed;married;professional.course;unknown;no;no;telephone;may;wed;0;nonexistent;1
